name,camera,ccd,grid_row,grid_col,row_residue,column_residue,phase_sum,uncertainty_entry_sum
tess2019107181902-prf-4-3-row0001-col0045.fits,4,3,1,45,5,3,1.0,0.11936809496388667
tess2019107181902-prf-4-3-row0001-col0045.fits,4,3,1,45,5,4,1.0000000000000002,0.11808690212572993
tess2019107181902-prf-4-3-row0001-col0045.fits,4,3,1,45,5,5,1.0000000000000002,0.1176103684728835
tess2019107181902-prf-4-3-row0001-col0045.fits,4,3,1,45,5,6,0.9999999999999998,0.11572543907326549
tess2019107181902-prf-4-3-row0001-col0045.fits,4,3,1,45,5,7,0.9999999999999998,0.11808114621266165
tess2019107181902-prf-4-3-row0001-col0045.fits,4,3,1,45,5,8,0.9999999999999996,0.12145825551072853
tess2019107181902-prf-4-3-row0001-col0045.fits,4,3,1,45,6,0,0.9999999999999999,0.13081235369719119
tess2019107181902-prf-4-3-row0001-col0045.fits,4,3,1,45,6,1,1.0,0.12614949123885597
tess2019107181902-prf-4-3-row0001-col0045.fits,4,3,1,45,6,2,1.0,0.12225766727104297
tess2019107181902-prf-4-3-row0001-col0045.fits,4,3,1,45,6,3,0.9999999999999997,0.1294612450247189
tess2019107181902-prf-4-3-row0001-col0045.fits,4,3,1,45,6,4,1.0,0.12408763847271845
tess2019107181902-prf-4-3-row0001-col0045.fits,4,3,1,45,6,5,1.0000000000000007,0.1275893232775731
tess2019107181902-prf-4-3-row0001-col0045.fits,4,3,1,45,6,6,1.0000000000000004,0.11387344171256814
tess2019107181902-prf-4-3-row0001-col0045.fits,4,3,1,45,6,7,0.9999999999999998,0.11834037582732362
tess2019107181902-prf-4-3-row0001-col0045.fits,4,3,1,45,6,8,0.9999999999999998,0.1206932315228289
